year,id_,indus10,polviews,racdif1,racdif2,racdif3,racdif4,workwhts,workblks,workhsps,intlwhts,intlblks,intlhsps,marblk,marhisp,marwht,letin1a
2021,876,"Justice, public order, and safety activities",Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,878,Grocery stores,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,880,Construction,"Moderate, middle of the road",NO,NO,NO,YES,2,4,LAZY,6,5,2,NEITHER FAVOR NOR OPPOSE,OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2021,881,Elementary and secondary schools,Liberal,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,FAVOR,Increased a lot
2021,882,Nursing care facilities,Slightly liberal,YES,NO,YES,NO,3,3,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2021,883,"Colleges and universities, including junior colleges",Conservative,YES,NO,YES,NO,2,2,2,5,5,5,FAVOR,FAVOR,FAVOR,Increased a little
2021,884,Legal services,Liberal,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a lot
2021,885,Executive offices and legislative bodies,Extremely liberal,YES,NO,YES,NO,2,2,HARDWORKING,6,6,6,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a lot
2021,886,"Other schools and instruction, and educational support services",Slightly liberal,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2021,887,Construction,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,888,Landscaping services,"Moderate, middle of the road",YES,NO,YES,NO,3,3,2,5,5,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2021,889,Gasoline stations,"Moderate, middle of the road",NO,NO,NO,NO,HARDWORKING,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,INTELLIGENT,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,890,Elementary and secondary schools,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,891, Restaurants and other food services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,892,Clothing stores,Conservative,NO,NO,NO,YES,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2021,893,"Colleges and universities, including junior colleges",Extremely liberal,YES,NO,YES,NO,3,3,3,4,4,4,FAVOR,FAVOR,STRONGLY FAVOR,Remain the same as it is
2021,894,"Other schools and instruction, and educational support services","Moderate, middle of the road",YES,NO,YES,NO,3,3,3,3,3,3,FAVOR,FAVOR,FAVOR,Remain the same as it is
2021,895,Plastics product manufacturing,"Moderate, middle of the road",NO,NO,NO,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2021,896,Public finance activities,"Moderate, middle of the road",YES,NO,YES,NO,4,4,4,5,5,.d:  Do not Know/Cannot Choose,FAVOR,FAVOR,FAVOR,Increased a little
2021,897,Elementary and secondary schools,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,898,"Other schools and instruction, and educational support services",Liberal,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,899,Pharmacies and drug stores,"Moderate, middle of the road",NO,NO,YES,YES,3,4,4,5,4,4,NEITHER FAVOR NOR OPPOSE,FAVOR,FAVOR,Remain the same as it is
2021,901,Not specified retail trade,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,902,"Sewing, needlework, and piece goods stores",Slightly conservative,YES,NO,YES,NO,5,3,2,5,6,5,STRONGLY FAVOR,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Reduced a little
2021,903,Offices of other health practitioners,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,904,Offices of physicians,Slightly liberal,YES,NO,YES,YES,4,2,5,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,905,Other personal services,Extremely liberal,YES,NO,YES,NO,4,2,HARDWORKING,6,5,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a lot
2021,906,Computer systems design and related services,Liberal,YES,NO,YES,NO,4,4,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little
2021,908,Elementary and secondary schools,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,909,Nursing care facilities,Slightly liberal,YES,NO,NO,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,910,"Funeral homes, and cemeteries and crematories",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,911,Waste management and remediation services,Slightly liberal,YES,NO,YES,NO,6,2,HARDWORKING,UNINTELLIGENT,5,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY OPPOSE,Increased a lot
2021,912,"Sporting and athletic goods, and doll, toy and game manufacturing",.i:  Inapplicable,NO,NO,YES,NO,2,2,2,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,914,"Securities, commodities, funds, trusts, and other financial investments","Moderate, middle of the road",NO,NO,NO,YES,4,3,3,4,3,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2021,915,Not specified manufacturing industries,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,916,"Civic, social, advocacy organizations, and grantmaking and giving services",Extremely liberal,YES,NO,YES,NO,2,HARDWORKING,HARDWORKING,6,6,6,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a lot
2021,917,Outpatient care centers,"Moderate, middle of the road",NO,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,918,Postal Service,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,919,Elementary and secondary schools,"Moderate, middle of the road",YES,NO,YES,NO,2,3,4,6,5,4,OPPOSE,STRONGLY OPPOSE,STRONGLY FAVOR,Increased a little
2021,920,Hospitals,"Moderate, middle of the road",YES,NO,YES,NO,3,3,3,3,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2021,921,"Management, scientific, and technical consulting services","Moderate, middle of the road",NO,YES,YES,NO,5,4,3,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2021,922,Grocery stores,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,923,Hospitals,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,924,Hospitals,"Moderate, middle of the road",NO,NO,NO,NO,4,4,4,5,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2021,925,"Water, steam, air-conditioning, and irrigation systems","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,926,Hospitals,"Moderate, middle of the road",YES,NO,YES,NO,3,3,4,5,4,3,OPPOSE,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Increased a little
2021,927,Construction,Slightly conservative,NO,NO,NO,NO,4,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,INTELLIGENT,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,928,Not specified manufacturing industries,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,929,Other health care services,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,931,Waste management and remediation services,"Moderate, middle of the road",YES,NO,NO,NO,3,3,3,6,6,5,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a lot
2021,932,Libraries and archives,Conservative,NO,NO,YES,YES,2,2,2,6,6,6,STRONGLY FAVOR,STRONGLY FAVOR,NEITHER FAVOR NOR OPPOSE,Increased a little
2021,933,Warehousing and storage,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,934,Not specified retail trade,Liberal,YES,NO,YES,NO,6,HARDWORKING,HARDWORKING,4,INTELLIGENT,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little
2021,935,Hospitals,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,936,Iron and steel mills and steel product manufacturing ,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,937,Nursing care facilities,Conservative,NO,NO,YES,NO,HARDWORKING,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,INTELLIGENT,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2021,938, Restaurants and other food services,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,939,Outpatient care centers,Slightly liberal,YES,NO,YES,NO,4,3,2,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,940,Home health care services,Slightly liberal,NO,NO,YES,NO,3,3,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2021,941,"Residential care facilities, without nursing",Slightly liberal,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,942,Hospitals,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,943,Elementary and secondary schools,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,944,"Active duty military personnel, all other",Slightly conservative,NO,NO,NO,NO,4,3,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,945,Nail salons and other personal care services,Slightly conservative,NO,NO,NO,NO,3,3,3,6,6,6,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,946,"Colleges and universities, including junior colleges",Slightly liberal,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2021,947,Elementary and secondary schools,Slightly conservative,NO,NO,YES,NO,4,5,5,4,5,5,FAVOR,FAVOR,STRONGLY FAVOR,Reduced a little
2021,948,Computer systems design and related services,Liberal,YES,NO,YES,NO,4,4,4,4,4,4,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Increased a little
2021,949,Insurance carriers and related activities,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,950,Banking and related activities,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,952,"Other schools and instruction, and educational support services",Liberal,YES,NO,YES,NO,4,4,2,4,.s:  Skipped on Web,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2021,953,"Securities, commodities, funds, trusts, and other financial investments",Conservative,YES,NO,NO,NO,3,3,3,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,954,"Colleges and universities, including junior colleges",Slightly conservative,NO,NO,NO,NO,5,5,3,3,3,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Remain the same as it is
2021,955,"Colleges and universities, including junior colleges",Extremely liberal,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Increased a little
2021,956,Elementary and secondary schools,Slightly liberal,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,957,Insurance carriers and related activities,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,958, Restaurants and other food services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,959,Metal forgings and stampings,Liberal,YES,NO,NO,NO,5,HARDWORKING,HARDWORKING,3,4,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,NEITHER FAVOR NOR OPPOSE,Reduced a lot
2021,960,"Construction, and mining and oil and gas field machinery manufacturing    ",Conservative,NO,NO,NO,NO,3,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,961,Hospitals,Liberal,NO,NO,NO,NO,HARDWORKING,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Remain the same as it is
2021,964,Wired telecommunications carriers,Extremely liberal,YES,NO,YES,NO,4,4,4,4,4,4,STRONGLY FAVOR,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Reduced a little
2021,965,Hospitals,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,966,Taxi and limousine service,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,968,Outpatient care centers,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,969,Miscellaneous retail stores,Liberal,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,972,"Colleges and universities, including junior colleges",Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,973,Banking and related activities,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,974,.n:  No answer,.s:  Skipped on Web,YES,NO,YES,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,975,"Colleges and universities, including junior colleges",Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,977,Investigation and security services,Extremely liberal,NO,YES,NO,NO,HARDWORKING,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,INTELLIGENT,STRONGLY FAVOR,STRONGLY FAVOR,STRONGLY FAVOR,Reduced a lot
2021,978,Hospitals,Slightly conservative,YES,YES,NO,NO,5,HARDWORKING,HARDWORKING,INTELLIGENT,INTELLIGENT,INTELLIGENT,NEITHER FAVOR NOR OPPOSE,.s:  Skipped on Web,NEITHER FAVOR NOR OPPOSE,.s:  Skipped on Web
2021,979,"Electric power generation, transmission, and distribution","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,980,"Residential care facilities, without nursing","Moderate, middle of the road",YES,NO,NO,NO,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,Remain the same as it is
2021,981,Offices of other health practitioners,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable
2021,982,Offices of physicians,"Moderate, middle of the road",NO,NO,YES,YES,4,4,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,Increased a little
