year,id_,indus10,polviews,racdif1,racdif2,racdif3,racdif4,workwhts,workblks,intlwhts,intlblks,marblk,marwht,letin1a,ballot
2000,2366,"Pulp, paper, and paperboard mills","Moderate, middle of the road",YES,NO,NO,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,2367,.i:  Inapplicable,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,3,4,4,STRONGLY OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot c
2000,2368,Crop production,Liberal,YES,NO,NO,YES,2,5,6,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,2369,Banking and related activities,Slightly conservative,NO,NO,YES,NO,4,4,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2370,Elementary and secondary schools,Conservative,YES,NO,YES,NO,3,4,3,4,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2371,Crop production,Extremely conservative,NO,NO,NO,YES,4,6,5,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2372,Air transportation,"Moderate, middle of the road",NO,NO,NO,NO,2,4,6,6,NEITHER FAVOR NOR OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot b
2000,2373,"Coating, engraving, heat treating and allied activities","Moderate, middle of the road",YES,NO,YES,YES,4,6,3,3,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,2374,Pharmacies and drug stores,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,2,2,INTELLIGENT,INTELLIGENT,FAVOR,.n:  No answer,.i:  Inapplicable,Ballot c
2000,2375,Motor vehicles and motor vehicle equipment manufacturing,Slightly conservative,NO,NO,NO,YES,4,4,4,3,NEITHER FAVOR NOR OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot b
2000,2376,"Structural metals, and boiler, tank, and shipping container manufacturing","Moderate, middle of the road",NO,YES,NO,YES,5,3,5,5,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2377,Automobile dealers,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,NEITHER FAVOR NOR OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot c
2000,2378,Metal ore mining,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,.d:  Do not Know/Cannot Choose,5,.d:  Do not Know/Cannot Choose,STRONGLY OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot c
2000,2379,Computer and peripheral equipment manufacturing    ,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2380,Hospitals,"Moderate, middle of the road",YES,NO,YES,NO,4,4,5,5,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2381,Building material and supplies dealers,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2382,Wired telecommunications carriers,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2383,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,STRONGLY FAVOR,.n:  No answer,.i:  Inapplicable,Ballot c
2000,2384,"Savings institutions, including credit unions",Conservative,NO,NO,NO,YES,2,4,6,4,FAVOR,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,2385,Elementary and secondary schools,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,5,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,2386,Nursing care facilities,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2387,Miscellaneous nonmetallic mineral product manufacturing,"Moderate, middle of the road",NO,NO,NO,YES,3,5,4,4,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2388,Religious organizations,Slightly conservative,NO,NO,NO,NO,3,3,6,6,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2389,Bus service and urban transit,Conservative,NO,NO,NO,YES,4,6,4,4,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2390,"Securities, commodities, funds, trusts, and other financial investments",Liberal,YES,NO,YES,NO,3,4,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2391,Not specified manufacturing industries,Liberal,YES,NO,YES,NO,3,3,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,2392,Traveler accommodation,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2393,Mail order houses,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2394,Real estate,Slightly conservative,YES,NO,NO,YES,3,5,6,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,2395,Traveler accommodation,Slightly conservative,NO,NO,NO,YES,4,6,4,6,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2396,"Structural metals, and boiler, tank, and shipping container manufacturing",Conservative,NO,NO,NO,YES,4,6,6,4,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2397,Hospitals,"Moderate, middle of the road",NO,NO,NO,YES,4,LAZY,INTELLIGENT,UNINTELLIGENT,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2398,Cut and sew apparel manufacturing,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,HARDWORKING,6,4,4,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2399, Restaurants and other food services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,2,4,6,6,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2400, Restaurants and other food services,Liberal,YES,NO,YES,.d:  Do not Know/Cannot Choose,5,.d:  Do not Know/Cannot Choose,INTELLIGENT,INTELLIGENT,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2401,"Communications, and audio and video equipment manufacturing        ","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2402,Gasoline stations,"Moderate, middle of the road",NO,YES,NO,YES,4,5,4,4,STRONGLY FAVOR,FAVOR,.i:  Inapplicable,Ballot a
2000,2403, Restaurants and other food services,"Moderate, middle of the road",YES,NO,YES,YES,3,4,5,5,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,2404,Automotive repair and maintenance,"Moderate, middle of the road",.d:  Do not Know/Cannot Choose,NO,NO,YES,5,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,2405,.i:  Inapplicable,"Moderate, middle of the road",NO,NO,YES,NO,4,4,4,4,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2406,Logging,"Moderate, middle of the road",NO,NO,NO,YES,3,6,3,3,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2407,"Health and personal care, except drug, stores","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,2,4,5,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,2408,.i:  Inapplicable,"Moderate, middle of the road",NO,NO,NO,NO,3,5,5,4,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2409,.n:  No answer,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2410,Elementary and secondary schools,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,2,4,6,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2411,"Recreational vehicle parks and camps, and rooming and boarding houses","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2412,Postal Service,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,5,6,5,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2413,Construction,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2414,"Resin, synthetic rubber and fibers, and filaments manufacturing","Moderate, middle of the road",NO,YES,YES,YES,4,5,5,3,FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2415,Construction,"Moderate, middle of the road",NO,NO,NO,NO,6,6,5,4,STRONGLY OPPOSE,FAVOR,.i:  Inapplicable,Ballot a
2000,2416,Animal production,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,5,5,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,2417,"Seafood and other miscellaneous foods, n.e.c.","Moderate, middle of the road",YES,NO,YES,NO,3,4,5,5,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2418,Grocery stores,"Moderate, middle of the road",NO,NO,YES,YES,4,4,2,3,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2419,Construction,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2420,Construction,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,3,3,6,3,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2421,Construction,"Moderate, middle of the road",NO,NO,NO,YES,4,6,5,4,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,2422,Construction,"Moderate, middle of the road",.d:  Do not Know/Cannot Choose,NO,YES,NO,HARDWORKING,5,6,5,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2423,Agricultural implement manufacturing,"Moderate, middle of the road",YES,YES,YES,YES,HARDWORKING,6,5,2,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2424,Used merchandise stores,"Moderate, middle of the road",YES,NO,YES,YES,3,5,5,3,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot a
2000,2425,Construction,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2426,Construction,"Moderate, middle of the road",YES,NO,YES,YES,2,3,6,6,OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot b
2000,2427,Real estate,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,5,6,5,4,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2428,Animal production,"Moderate, middle of the road",NO,.n:  No answer,NO,YES,3,5,5,3,STRONGLY OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot a
2000,2429,Elementary and secondary schools,Slightly liberal,NO,NO,NO,YES,4,6,4,3,STRONGLY OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot b
2000,2430,Administration of human resource programs,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2431,Administration of economic programs and space research,Conservative,NO,NO,YES,NO,2,3,5,5,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2432,Elementary and secondary schools,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,3,6,6,STRONGLY FAVOR,.n:  No answer,.i:  Inapplicable,Ballot c
2000,2433,Grocery stores,Liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,INTELLIGENT,INTELLIGENT,OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot c
2000,2434,"Electronic component and product manufacturing, n.e.c.","Moderate, middle of the road",YES,NO,NO,NO,6,5,6,6,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2435,.i:  Inapplicable,Slightly conservative,YES,YES,YES,YES,HARDWORKING,4,INTELLIGENT,6,STRONGLY FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,2436,Leather tanning and finishing and other allied products manufacturing,"Moderate, middle of the road",NO,YES,NO,YES,3,5,6,3,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,2437,Sugar and confectionery products,"Moderate, middle of the road",YES,.d:  Do not Know/Cannot Choose,YES,NO,4,3,4,4,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2438,Support activities for mining,"Moderate, middle of the road",NO,NO,NO,NO,3,3,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2439,Elementary and secondary schools,Liberal,YES,NO,NO,NO,4,4,4,4,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,2440,Support activities for mining,Conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,5,4,4,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2441,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2442,"Farm supplies, merchant wholesalers","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2443,Beauty salons,"Moderate, middle of the road",.d:  Do not Know/Cannot Choose,NO,NO,.d:  Do not Know/Cannot Choose,5,5,2,2,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,2444,Elementary and secondary schools,Slightly conservative,NO,NO,NO,YES,4,5,4,3,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,2445,.i:  Inapplicable,"Moderate, middle of the road",NO,NO,NO,YES,3,3,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2446,Radio and television broadcasting and cable subscription programming,Extremely liberal,NO,NO,YES,NO,4,3,3,3,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2447,Construction,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,5,5,FAVOR,FAVOR,.i:  Inapplicable,Ballot c
2000,2448,Wired telecommunications carriers,Conservative,NO,NO,NO,YES,2,6,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2449,Elementary and secondary schools,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2450,Grocery stores,.d:  Do not Know/Cannot Choose,YES,.d:  Do not Know/Cannot Choose,YES,.d:  Do not Know/Cannot Choose,3,5,5,3,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,2451,Banking and related activities,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,5,3,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2452,Elementary and secondary schools,Conservative,YES,NO,YES,NO,2,4,6,5,OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,2453,Elementary and secondary schools,"Moderate, middle of the road",YES,NO,YES,YES,2,LAZY,6,2,OPPOSE,.n:  No answer,.i:  Inapplicable,Ballot a
2000,2454,Automobile dealers,Slightly conservative,NO,NO,YES,NO,3,3,5,5,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2455,Elementary and secondary schools,"Moderate, middle of the road",NO,NO,NO,YES,3,5,3,3,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2456,Elementary and secondary schools,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2457,Legal services,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,2,2,6,6,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2458,Postal Service,"Moderate, middle of the road",YES,NO,YES,YES,4,6,4,2,STRONGLY OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,2459,Crop production,Conservative,NO,NO,NO,YES,4,3,5,3,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2460,"Motor vehicles, parts and supplies, merchant wholesalers","Moderate, middle of the road",YES,YES,YES,NO,2,5,6,3,OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot b
2000,2461,Furniture and home furnishings stores,"Moderate, middle of the road",NO,NO,NO,NO,4,LAZY,5,2,STRONGLY OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2462,Rail transportation,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,2,5,4,4,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2463,Dairy product manufacturing,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,HARDWORKING,5,4,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,STRONGLY FAVOR,.i:  Inapplicable,Ballot c
2000,2464,Construction,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2465,Used merchandise stores,Extremely liberal,NO,NO,YES,YES,2,4,4,4,FAVOR,STRONGLY FAVOR,.i:  Inapplicable,Ballot a
2000,2466,"Fabric mills, except knitting mills","Moderate, middle of the road",YES,NO,YES,NO,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,2467,"Justice, public order, and safety activities",Slightly conservative,YES,NO,YES,NO,5,3,4,4,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2468,Executive offices and legislative bodies,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
2000,2469,Other health care services,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,Ballot c
2000,2470,Grocery stores,"Moderate, middle of the road",NO,NO,YES,.d:  Do not Know/Cannot Choose,4,4,4,4,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2471,Hospitals,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,4,4,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot c
2000,2472,Other direct selling establishments,"Moderate, middle of the road",YES,NO,NO,NO,4,3,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,2473,"Water, steam, air-conditioning, and irrigation systems",Slightly conservative,NO,NO,NO,NO,4,4,5,5,.n:  No answer,.n:  No answer,.i:  Inapplicable,Ballot b
2000,2474,"Justice, public order, and safety activities",Slightly conservative,NO,NO,NO,NO,4,4,5,5,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2000,2475,.n:  No answer,Conservative,NO,NO,NO,YES,4,4,5,5,OPPOSE,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2476,Beauty salons,Liberal,NO,NO,NO,YES,HARDWORKING,5,6,5,STRONGLY FAVOR,.i:  Inapplicable,.i:  Inapplicable,Ballot a
2000,2477,Construction,Slightly conservative,NO,NO,NO,NO,5,5,4,4,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,.i:  Inapplicable,Ballot b
2000,2478,"Other schools and instruction, and educational support services",.d:  Do not Know/Cannot Choose,NO,NO,NO,NO,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,OPPOSE,OPPOSE,.i:  Inapplicable,Ballot a
2000,2479,Aluminum production and processing,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Ballot c
